Record ID	Category	Component	Blueprint/Defaults path	Derived-ledger key	PR #66 path	PR #66 value	Current value	Authority class	Resolution state	Evidence source	Evidence type	Current blocker	Owner	RPC required	Deployment required	Downstream consumer	Recommended action	Notes
P-H04-220	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[WETH].config.shouldSwapInStabPools.	Defaults.assetConfigs[WETH].config.shouldSwapInStabPools	P-H04-220	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[WETH].config.shouldSwapInStabPools	true	true	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-221	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[WETH].config.shouldAuctionInstantly.	Defaults.assetConfigs[WETH].config.shouldAuctionInstantly	P-H04-221	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[WETH].config.shouldAuctionInstantly	true	true	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-222	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[WETH].config.canDeposit.	Defaults.assetConfigs[WETH].config.canDeposit	P-H04-222	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[WETH].config.canDeposit	true	true	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-223	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[WETH].config.canWithdraw.	Defaults.assetConfigs[WETH].config.canWithdraw	P-H04-223	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[WETH].config.canWithdraw	true	true	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-224	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[WETH].config.canRedeemCollateral.	Defaults.assetConfigs[WETH].config.canRedeemCollateral	P-H04-224	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[WETH].config.canRedeemCollateral	true	true	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-225	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[WETH].config.canRedeemInStabPool.	Defaults.assetConfigs[WETH].config.canRedeemInStabPool	P-H04-225	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[WETH].config.canRedeemInStabPool	true	true	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-226	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[WETH].config.canBuyInAuction.	Defaults.assetConfigs[WETH].config.canBuyInAuction	P-H04-226	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[WETH].config.canBuyInAuction	true	true	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-227	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[WETH].config.canClaimInStabPool.	Defaults.assetConfigs[WETH].config.canClaimInStabPool	P-H04-227	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[WETH].config.canClaimInStabPool	true	true	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-228	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[WETH].config.specialStabPoolId.	Defaults.assetConfigs[WETH].config.specialStabPoolId	P-H04-228	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[WETH].config.specialStabPoolId	0	0	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-229	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[WETH].config.customAuctionParams.hasParams.	Defaults.assetConfigs[WETH].config.customAuctionParams.hasParams	P-H04-229	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[WETH].config.customAuctionParams.hasParams	false	false	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-230	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[WETH].config.customAuctionParams.startDiscount.	Defaults.assetConfigs[WETH].config.customAuctionParams.startDiscount	P-H04-230	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[WETH].config.customAuctionParams.startDiscount	0	0	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-231	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[WETH].config.customAuctionParams.maxDiscount.	Defaults.assetConfigs[WETH].config.customAuctionParams.maxDiscount	P-H04-231	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[WETH].config.customAuctionParams.maxDiscount	0	0	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-232	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[WETH].config.customAuctionParams.delay.	Defaults.assetConfigs[WETH].config.customAuctionParams.delay	P-H04-232	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[WETH].config.customAuctionParams.delay	0	0	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-233	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[WETH].config.customAuctionParams.duration.	Defaults.assetConfigs[WETH].config.customAuctionParams.duration	P-H04-233	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[WETH].config.customAuctionParams.duration	0	0	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-234	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[WETH].config.whitelist.	Defaults.assetConfigs[WETH].config.whitelist	P-H04-234	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[WETH].config.whitelist	"""empty(address)"""	"""empty(address)"""	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-235	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[WETH].config.isNft.	Defaults.assetConfigs[WETH].config.isNft	P-H04-235	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[WETH].config.isNft	false	false	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-298	PR #66 selected input	Canonical Robinhood value for Defaults.priorityLiqAssetVaults[0].vaultId.	Defaults.priorityLiqAssetVaults[0].vaultId	P-H04-298	contracts/config/DefaultsRobinHood.vy::Defaults.priorityLiqAssetVaults[0].vaultId	3	3	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-299	PR #66 selected input	Canonical Robinhood value for Defaults.priorityLiqAssetVaults[0].asset.	Defaults.priorityLiqAssetVaults[0].asset	P-H04-299	contracts/config/DefaultsRobinHood.vy::Defaults.priorityLiqAssetVaults[0].asset	"""0xBeEff033F34C046626B8D0A041844C5d1A5409dd"""	"""0xBeEff033F34C046626B8D0A041844C5d1A5409dd"""	owner-selected external fact; independent acceptance pending	selected_external_fact_unverified	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	address:STEAKHOUSE_USDG_VAULT:unverified	D-H04-22	yes	no	Independent external-fact verification; DefaultsRobinhood source and derived-ledger synchronization	Verify through the consolidated immutable-pin packet	status=external_fact; source commit retained for provenance; Evidence only — not configuration or deployment authority
